synonyms,average,word
مُنَاسَبَة إجْتِمَاعِيَّة,65,فُرْصَة;مَنَاسَبَة
وَكَالَة,"32,5",مَكْتَب;مُوَظَفِين
هَيْئَة حُكُومِيَّة,"22,5",مَكْتَب;مُوَظَفِين
نِتَاج,5,عَمَل;مَكَان عَمَل
مُؤَلَّف,"2,5",عَمَل;مَكَان عَمَل
أَعْمَال,40,عَمَل;مَكَان عَمَل
إِنْتَاج,5,عَمَل;مَكَان عَمَل
وَظِيفَة,"92,5",عَمَل;مَكَان عَمَل
شُغْل,"87,5",عَمَل;مَكَان عَمَل
نَفْع,0,عَمَل;مَكَان عَمَل
مَهَمَّة,25,عَمَل;مَكَان عَمَل
فَائِدَة,0,عَمَل;مَكَان عَمَل
دَوْر,0,عَمَل;مَكَان عَمَل
اِسْتِعْمَال,"2,5",عَمَل;مَكَان عَمَل
تِجَارَة,15,عَمَل;مَكَان عَمَل
مِهْنَة,85,عَمَل;مَكَان عَمَل
حِرْفَة,"52,5",عَمَل;مَكَان عَمَل
وَاجِب,15,عَمَل;مَكَان عَمَل
تَعَهُّد,0,عَمَل;مَكَان عَمَل
مَشْرُوع,"42,5",عَمَل;مَكَان عَمَل
تَجَمُّع,"27,5",مَجْمُوعَة;تَشْكِيلَة
جَمْع,10,مَجْمُوعَة;تَشْكِيلَة
تَخْزِين,10,مَجْمُوعَة;تَشْكِيلَة
تَرَاكُم,10,مَجْمُوعَة;تَشْكِيلَة
تَكْدِيس,5,مَجْمُوعَة;تَشْكِيلَة
تَجْمِيع,"22,5",مَجْمُوعَة;تَشْكِيلَة
تَجْمِيْع,"27,5",مَجْمُوعَة;تَشْكِيلَة
مَجْمُوْعَة,100,مَجْمُوعَة;تَشْكِيلَة
شَمْل,"7,5",مَجْمُوعَة;تَشْكِيلَة
حَشْر,5,مَجْمُوعَة;تَشْكِيلَة
حَشْد,15,مَجْمُوعَة;تَشْكِيلَة
إِجْتِمَاع,5,مَجْمُوعَة;تَشْكِيلَة
زُمْرَة,"2,5",مَجْمُوعَة;تَشْكِيلَة
مَجْمُوع,"12,5",مَجْمُوعَة;تَشْكِيلَة
جَمَاعَة,"7,5",مَجْمُوعَة;تَشْكِيلَة
تَرْكِيبَة,"22,5",مَجْمُوعَة;تَشْكِيلَة
بَدَن,5,هَيْئَة;جِهاز;مَجْلِس
حَقْل,50,مَجَال
مَيْدَان,"77,5",مَجَال
نِطَاق,70,مَجَال
إِطَار,"57,5",مَجَال
مِسَاحَة,"22,5",مَجَال
مَكَان,20,مَجَال
سَاحَة,0,مَجَال
نِطَاق رَمْي,"7,5",مَجَال
مَيْدَان رَمْي,"7,5",مَجَال
مَيْدَان العَمَلِيَّات,5,مَجَال
مَسْرَح العَمَلِيَّات,0,مَجَال
مَسْرَح,"12,5",مَجَال
مَسْأَلَة العَمَلِيَّات,0,مَجَال
مَيْدَان المَعْرَكَة,0,مَجَال
أَرْض المَعْرَكَة,0,مَجَال
مَلْعَب,"7,5",مَجَال
مَجَال رَمْي,5,مَجَال
خَلْفِيَّة,"12,5",مَجَال
مَيْدَان مَعْرِفَة,40,مَجَال
سَهْل,"12,5",مَجَال
وَصْل,"37,5",مَفْصِل
رَبْط,45,مَفْصِل
اِتِّصَال,"42,5",مَفْصِل
سُكَّان المَدِينَة,25,مَدِينَة
مَدينَة,100,مَدِينَة
حَجْم,10,اِمْتِدَاد;مَدَى
مَسَاحَة,5,اِمْتِدَاد;مَدَى
مَدّ,50,اِمْتِدَاد;مَدَى
حَدّ,"17,5",اِمْتِدَاد;مَدَى
عَظَمَة,0,اِمْتِدَاد;مَدَى
سَبَب أَخْلاقِي,"37,5",اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
دَافِع أَخْلاقِي,65,اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
بَاعِث أَخْلاقِي,40,اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
حَافِز أَخْلاقِي,"62,5",اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
أَخْلاقِيَّات,95,اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
أََخْلاق,"92,5",اﻷَخْلاقِيَّة;الفَضِيلَة;مَبَادِئ أَخْلاقِيَّة
تَعْبِير,15,مَظْهَر;وَجْه
صُورَة,30,مَظْهَر;وَجْه
تَعْبِير الوَجْه,"7,5",مَظْهَر;وَجْه
جَانِب,95,مَظْهَر;وَجْه
إنْعِكَاس,25,مَظْهَر;وَجْه
مَنْظَر,15,مَظْهَر;وَجْه
هَيْئَة,15,مَظْهَر;وَجْه
شَخْصِيَّة مَظْهَرِيَّة,0,مَظْهَر;وَجْه
شَخْصِيَّة,"2,5",مَظْهَر;وَجْه
شَكْل,50,مَظْهَر;وَجْه
مَنْفَعَة,85,فَائِدَة;مَصْلَحَة
نَفْع,"57,5",فَائِدَة;مَصْلَحَة
مُسَاعَدَة,45,فَائِدَة;مَصْلَحَة
عَوْن,"47,5",فَائِدَة;مَصْلَحَة
اِسْتِفادَة,"67,5",فَائِدَة;مَصْلَحَة
إعَانَة مَالِيَّة,"27,5",فَائِدَة;مَصْلَحَة
جَدْوَى,25,فَائِدَة;مَصْلَحَة
إِفَادَة,75,فَائِدَة;مَصْلَحَة
وَظِيفَة,10,فَائِدَة;مَصْلَحَة
خِدْمَة,40,فَائِدَة;مَصْلَحَة
رِبَا,15,فَائِدَة;مَصْلَحَة
سَهْم,0,فَائِدَة;مَصْلَحَة
حِصَّة,0,فَائِدَة;مَصْلَحَة
نُقْطَة مَرْجِعِيَّة,55,مَصْدَر;مَرْجِع
عَلامَة,15,مَصْدَر;مَرْجِع
إِشَارَة,"17,5",مَصْدَر;مَرْجِع
كِتاب حَقَائِق,"27,5",مَصْدَر;مَرْجِع
كِتاب مَرْجِعِيّ,"72,5",مَصْدَر;مَرْجِع
عَمَل مَرْجِعِيّ,35,مَصْدَر;مَرْجِع
يَنْبُوع,"2,5",مَصْدَر;مَرْجِع
بِدَايَة,"12,5",مَصْدَر;مَرْجِع
مَنْشَأ,15,مَصْدَر;مَرْجِع
مَبْدَأ,5,مَصْدَر;مَرْجِع
جَذْر,"7,5",مَصْدَر;مَرْجِع
بَدْء,5,مَصْدَر;مَرْجِع
أَسَاس,"32,5",مَصْدَر;مَرْجِع
أَصْل,35,مَصْدَر;مَرْجِع
إِنْطِلاق,5,مَصْدَر;مَرْجِع
أصْل,35,مَصْدَر;مَرْجِع
اِسْتِشَارَة,"2,5",مَصْدَر;مَرْجِع
عَائِد,95,حَصَاد;غَلَّة;مَحْصُول
وَعْي,"92,5",دِرَايَة;فَهْم;مَعْرِفَة
عِلْم,"92,5",دِرَايَة;فَهْم;مَعْرِفَة
إِدْراك,"82,5",دِرَايَة;فَهْم;مَعْرِفَة
فِطْنَة,75,دِرَايَة;فَهْم;مَعْرِفَة
بَصِيرَة,55,دِرَايَة;فَهْم;مَعْرِفَة
إِدْرَاك,"82,5",دِرَايَة;فَهْم;مَعْرِفَة
رُشْد,"62,5",دِرَايَة;فَهْم;مَعْرِفَة
صَوَاب,35,دِرَايَة;فَهْم;مَعْرِفَة
عَقْل,10,دِرَايَة;فَهْم;مَعْرِفَة
رَفِيق,"87,5",صَدِيق;مَعْرِفَة
صَاحِب,"92,5",صَدِيق;مَعْرِفَة
قَلْعَة,90,حِصْن;مَعْقِل
مَوْقِع عَسْكَرِيّ,"67,5",حِصْن;مَعْقِل
حَامِية,65,حِصْن;مَعْقِل
تَجْرِبَة,20,مَشْرُوع
سَعْي,20,مَشْرُوع
مُحَاوَلَة,20,مَشْرُوع
مَسْعَى,40,مَشْرُوع
جُهْد,25,مَشْرُوع
عَمَل,"62,5",مَشْرُوع
سَاحَة,5,لَقْطَة;مَشْهَد
مَوْقِع,5,لَقْطَة;مَشْهَد
مَكَان,"7,5",لَقْطَة;مَشْهَد
مَنْظَر,50,لَقْطَة;مَشْهَد
صُورَة,50,لَقْطَة;مَشْهَد
كَلام,80,عَمَلِيَّة لُغَوِيَّة;لُغَة
مُخَاطَبَة,60,عَمَلِيَّة لُغَوِيَّة;لُغَة
مُحَادَثَة,55,عَمَلِيَّة لُغَوِيَّة;لُغَة
تَجْرِيم,"37,5",لَوْم;تَوْبِيخ
اِتِّهَام,"47,5",لَوْم;تَوْبِيخ
زَائِدَة,55,اِضَافَة;لاحِقَة;مُلْحَق
خُرُوج,"7,5",اِضَافَة;لاحِقَة;مُلْحَق
نُتُوء,"12,5",اِضَافَة;لاحِقَة;مُلْحَق
نُمُوّ,"7,5",اِضَافَة;لاحِقَة;مُلْحَق
نَاتِئ,15,اِضَافَة;لاحِقَة;مُلْحَق
لَاحِقَة,100,اِضَافَة;لاحِقَة;مُلْحَق
بُزُوغ,"12,5",اِضَافَة;لاحِقَة;مُلْحَق
ظُهُور,"12,5",اِضَافَة;لاحِقَة;مُلْحَق
إِنْبِثَاق,10,اِضَافَة;لاحِقَة;مُلْحَق
تَألِيف,60,كِتَابَة;تَحْرِير
مَادَّة مَكْتُوبَة,"42,5",كِتَابَة;تَحْرِير
عَمَل كِتَابِي,"47,5",كِتَابَة;تَحْرِير
تَفْصِيْل,70,جُزُء
جُزْء,100,جُزُء
نُقْطَة,85,جُزُء
رَأْس,10,جُزُء
طَرَف مُسْتَدِقّ,"12,5",جُزُء
نُقْطَة زَمَنِيَّة,"7,5",جُزُء
فَتْرَة زَمَنِيَّة,"7,5",جُزُء
نُقْطَة البُوصِلَة,5,جُزُء
مَادَّة,45,جُزُء
بَنْد,50,جُزُء
رُتْبَة,5,جُزُء
مُسْتَوَى,5,جُزُء
مَرْتَبَة,"2,5",جُزُء
مَرْحَلَة,5,جُزُء
دَرَجَة,"7,5",جُزُء
اِسْتِجَابَة,"72,5",إِجَابَة;جَوَاب;رَدّ
تَلْبِيَة,"57,5",إِجَابَة;جَوَاب;رَدّ
مَؤُونَة,65,جَرْد;مَخْزُون
إمْدَادَات,55,جَرْد;مَخْزُون
هُجُوم عَسْكَري,"17,5",جَرِيمَة;جِنَايَة
هُجُوم,30,جَرِيمَة;جِنَايَة
هَجْمَة,30,جَرِيمَة;جِنَايَة
خُشُونَة,10,جَرِيمَة;جِنَايَة
وَقَاحَة,10,جَرِيمَة;جِنَايَة
قِلَّة تَهذيب,"12,5",جَرِيمَة;جِنَايَة
قِلَّة أَدَب,10,جَرِيمَة;جِنَايَة
قِلَّة ذَوْق,10,جَرِيمَة;جِنَايَة
غِلْظَة,"2,5",جَرِيمَة;جِنَايَة
غِلْظ,"2,5",جَرِيمَة;جِنَايَة
فَجَاجَة,"7,5",جَرِيمَة;جِنَايَة
فَظَاظَة,"7,5",جَرِيمَة;جِنَايَة
صَفْحَة,"32,5",صَحِيفَة;جَرِيدَة
وَرَقَة,35,صَحِيفَة;جَرِيدَة
مَظْهَر,30,جَانِب;وَجْه
تَعْبِير,"2,5",جَانِب;وَجْه
تَعْبِير الوَجْه,10,جَانِب;وَجْه
شَخْصِيَّة,"2,5",جَانِب;وَجْه
هَزْم,75,هَزِيمَة;نَكْسَة
عِقَاب,"17,5",هَزِيمَة;نَكْسَة
ضَرْب,"22,5",هَزِيمَة;نَكْسَة
بَصَر,"12,5",رُؤيَة;تَخَيُّل;خَيَال
حَاسَّة البَصَر,10,رُؤيَة;تَخَيُّل;خَيَال
إبْصَار,"17,5",رُؤيَة;تَخَيُّل;خَيَال
تَصَوُّر,75,رُؤيَة;تَخَيُّل;خَيَال
تَصَوَّر ذِهْنِيّ,"62,5",رُؤيَة;تَخَيُّل;خَيَال
مُخَيِّلَة,75,رُؤيَة;تَخَيُّل;خَيَال
مَوْلِد,"62,5",وَضْع;وِلادَة
مَخَاض,"62,5",وَضْع;وِلادَة
اِنْجاب,"97,5",وَضْع;وِلادَة
مَنْظُور,"92,5",نَظْرَة;وِجْهَة نَظَر
وَثِيْقَة,100,مُسْتَنَد;وَثِيقَة مَكْتُوبَة;وَثِيقَة
وَرَقَة,"37,5",مُسْتَنَد;وَثِيقَة مَكْتُوبَة;وَثِيقَة
شَابّ,90,إِبْن;صَبِيّ;فَتَى;وَلَد
غُلام,"87,5",إِبْن;صَبِيّ;فَتَى;وَلَد
رَضِيع,35,إِبْن;صَبِيّ;فَتَى;وَلَد
طِفْل,"37,5",إِبْن;صَبِيّ;فَتَى;وَلَد
صَغِير,35,إِبْن;صَبِيّ;فَتَى;وَلَد
حَدَث,"27,5",إِبْن;صَبِيّ;فَتَى;وَلَد
نَجْل,65,إِبْن;صَبِيّ;فَتَى;وَلَد
إِعَادَة دَفْع,"42,5",دَفْع;رَدّ;سَداد;وَفاء
إِعَادَة مَال,80,دَفْع;رَدّ;سَداد;وَفاء
جَبْهَة القِتَال,"42,5",جَبْهَة;مُقَدِّمَة;وَاجِهَة
الخَطّ الأمَامِي,55,جَبْهَة;مُقَدِّمَة;وَاجِهَة
حَرَكَة إِجْتِمَاعِيَّة,10,جَبْهَة;مُقَدِّمَة;وَاجِهَة
حَرَكَة,"7,5",جَبْهَة;مُقَدِّمَة;وَاجِهَة
مُهِمَّة,"87,5",إِلْتِزَام;مَسْئُولِيَّة;وَاجِب
تَوَازُن,"72,5",اِسْتِقْرار;ثَبَات
رُسُوخ,"82,5",اِسْتِقْرار;ثَبَات
مَحارِب بالعِصابات,55,مُتَمَرِّد;ثَائِر
غوريللا,"2,5",مُتَمَرِّد;ثَائِر
داغِر,"37,5",مُتَمَرِّد;ثَائِر
تَئْبِيط هِمَّة,"92,5",إضْعَاف;إضْعَاف المَعْنَوِيَّات;تَثْبِيط;تَثْبِيط الهمة
تَئْبِيط,"92,5",إضْعَاف;إضْعَاف المَعْنَوِيَّات;تَثْبِيط;تَثْبِيط الهمة
تَحَات,"57,5",صَدَأ;تَعْرِيَة;تَآكُل
تأَكُل,100,صَدَأ;تَعْرِيَة;تَآكُل
حَتّ,"77,5",صَدَأ;تَعْرِيَة;تَآكُل
تَوْجِيه,100,إِرْشَاد;تَسْيير;تَوْجِيْه
تَسْيِير,100,إِرْشَاد;تَسْيير;تَوْجِيْه
تَعْلِيمَات,"87,5",إِرْشَاد;تَسْيير;تَوْجِيْه
أَمر,40,إِرْشَاد;تَسْيير;تَوْجِيْه
إِدَارَة,"32,5",إِرْشَاد;تَسْيير;تَوْجِيْه
تَوْجِيْه,"97,5",إِرْشَاد;أَمر;تَعْلِيمَات;تَوْجِيه
تَسْيير,75,إِرْشَاد;أَمر;تَعْلِيمَات;تَوْجِيه
تَسْيِير,75,إِرْشَاد;أَمر;تَعْلِيمَات;تَوْجِيه
تَوَجُّه,35,إِرْشَاد;أَمر;تَعْلِيمَات;تَوْجِيه
إِدَارَة,20,إِرْشَاد;أَمر;تَعْلِيمَات;تَوْجِيه
شَرْح,"97,5",إيضَاح;تَعْلِيل;تَفْسِير;تَوْضِيح
قَيْد,5,اِنْخِرَاط;دُخُول;تَسْجِيل
تَرْتِيْب,100,تََنظِيم;تَرْتِيب;تَسَلْسُل
نَسَق,80,تََنظِيم;تَرْتِيب;تَسَلْسُل
نِظَام,"72,5",تََنظِيم;تَرْتِيب;تَسَلْسُل
تَشْكِيلَة,20,تََنظِيم;تَرْتِيب;تَسَلْسُل
تَوْطِيد,10,تَنْظِيم;تَرْتِيب
تَكْوِين,"22,5",تَنْظِيم;تَرْتِيب
تَأْسِيس,"7,5",تَنْظِيم;تَرْتِيب
تَألِيف,"7,5",تَنْظِيم;تَرْتِيب
تَشْكِيل,20,تَنْظِيم;تَرْتِيب
مُنَظَّمَة,"7,5",تَنْظِيم;تَرْتِيب
رِئَاسَة,0,تَنْظِيم;تَرْتِيب
إدَارَة,5,تَنْظِيم;تَرْتِيب
وَضْع,"12,5",تَنْظِيم;تَرْتِيب
تَصْنِيف,"47,5",تَنْظِيم;تَرْتِيب
إتَّفَاق,"7,5",تَنْظِيم;تَرْتِيب
نِظَام,65,تَنْظِيم;تَرْتِيب
مُخَطَّط,40,تَنْظِيم;تَرْتِيب
خُطَّة,"32,5",تَنْظِيم;تَرْتِيب
تَشْكِيلَة,10,تَنْظِيم;تَرْتِيب
إِعْدَاد,"17,5",تَنْظِيم;تَرْتِيب
تَبْوِيب,35,تَنْظِيم;تَرْتِيب
فَرْز,"27,5",تَنْظِيم;تَرْتِيب
تَرْكِيبَة,90,عِبارَة;تَرْكِيب نَحْوِيّ;تَرْكِيب
بُنْيَة,70,عِبارَة;تَرْكِيب نَحْوِيّ;تَرْكِيب
قُوَّة دِفاع,70,حِمَايَة;دِفَاع;تَرْكِيب دِفَاعِي
دِفاع,"97,5",حِمَايَة;دِفَاع;تَرْكِيب دِفَاعِي
تَنَاسُق,55,تَمَاسُك;تَرَابُط
اِتِّسَاق,"47,5",تَمَاسُك;تَرَابُط
وَصْف إخْبَارِي,25,دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
تَقْرِير إِخْبَارِي,55,دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
قِصَّة إِخْبَاريَّة,"22,5",دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
تَقْرِير شَفَوِي,20,دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
رِوَايَة,15,دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
تَارِ يخ,"17,5",دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
قِصَّة,15,دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
حِكايَة,"12,5",دِرَاسَة;تَقْرِير;تَقْرِير كِتَابِي
اِسْتِعْرَاض,"72,5",إِظْهَار;عَرْض;تَقْدِيم
إيضَاح,"47,5",إِظْهَار;عَرْض;تَقْدِيم
تَقْدِمَة,55,إِظْهَار;عَرْض;تَقْدِيم
تَذَبْذُب,70,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
اِخْتِلاف,35,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَمَوُّج,50,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَذّبْذُب,70,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تأرْجُح,"37,5",تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَحْوِيل,"52,5",تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَبْدِيل,"52,5",تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
نَقْل,30,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
عَكْس,15,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَغْيِير,90,تَحَوُّل;تَبَدُّل;تَغَيُّر;تَقَلُّب
تَمْوِيج,"67,5",مَوْجَة;مُنْحَنَى تَمَوُّجِي;مُنْحَنَى مُتَمَوِّج;تَمَوُّج
تَمَوُّج,100,مَوْجَة;مُنْحَنَى تَمَوُّجِي;مُنْحَنَى مُتَمَوِّج;تَمَوُّج
حَرَكَة مَوْجِيَّة,"72,5",مَوْجَة;مُنْحَنَى تَمَوُّجِي;مُنْحَنَى مُتَمَوِّج;تَمَوُّج
حَرْف مُُتَحَرِّك,5,مَوْجَة;مُنْحَنَى تَمَوُّجِي;مُنْحَنَى مُتَمَوِّج;تَمَوُّج
تَمَوُّج,100,حَرَكَة مَوْجِيَّة;مَوْجَة;تَمَوُّج;تَمْوِيج
مُنْحَنَى مُتَمَوِّج,"72,5",حَرَكَة مَوْجِيَّة;مَوْجَة;تَمَوُّج;تَمْوِيج
مُنْحَنَى تَمَوُّجِي,65,حَرَكَة مَوْجِيَّة;مَوْجَة;تَمَوُّج;تَمْوِيج
حَرْف مُُتَحَرِّك,"7,5",حَرَكَة مَوْجِيَّة;مَوْجَة;تَمَوُّج;تَمْوِيج
حَق التَّمَلُك,60,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
حَق المِلْكِيَّة,65,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
أمْلاك,"82,5",حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
أَرْض,15,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
مُمْتَلِك,45,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
مِلْكِيَّة خَاصَّة,75,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
مَالِك,"32,5",حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
صَاحِب مِلْك,"32,5",حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
حَق إِمْتِلاك,65,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
مُلْك,90,حِيَازَة;مِلْك;مِلْكِيَّة;تَمَلُّك
فُو,"77,5",فَم;تَجْوِيف فَمَوِي
تَجَمُّع,"57,5",تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
جَمْع,45,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
مَجْمُوعَة,"32,5",تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
تَخْزِين,100,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
تَرَاكُم,85,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
تَكْدِيس,100,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
تَجْمِيع,100,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
مَجْمُوْعَة,"32,5",تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
شَمْل,"22,5",تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
حَشْر,"17,5",تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
حَشْد,15,تَجْمِيْع;تَكْدِيْس;تَخْزِيْن
جُمُود,"52,5",إنْجِمَاد;تَجَمُّد;تَجْمِيد;تَثَلُّج
صَلابَة,35,إنْجِمَاد;تَجَمُّد;تَجْمِيد;تَثَلُّج
تَجْمِيْع,"37,5",حَشْد;تَجَمْهُر;تَجَمُّع
جَمْع,"67,5",حَشْد;تَجَمْهُر;تَجَمُّع
مَجْمُوعَة,"47,5",حَشْد;تَجَمْهُر;تَجَمُّع
حَشْر,25,حَشْد;تَجَمْهُر;تَجَمُّع
إِجْتِمَاع,15,حَشْد;تَجَمْهُر;تَجَمُّع
سُوقَة,15,حَشْد;تَجَمْهُر;تَجَمُّع
هَمَج,10,حَشْد;تَجَمْهُر;تَجَمُّع
غَوغاء,10,حَشْد;تَجَمْهُر;تَجَمُّع
تَخْزِين,5,حَشْد;تَجَمْهُر;تَجَمُّع
تَرَاكُم,"17,5",حَشْد;تَجَمْهُر;تَجَمُّع
تَكْدِيس,5,حَشْد;تَجَمْهُر;تَجَمُّع
تَجْمِيع,"27,5",حَشْد;تَجَمْهُر;تَجَمُّع
مَجْمُوْعَة,"47,5",حَشْد;تَجَمْهُر;تَجَمُّع
شَمْل,"17,5",حَشْد;تَجَمْهُر;تَجَمُّع
جَمَاْعَة,"47,5",حَشْد;تَجَمْهُر;تَجَمُّع
مَجِلِس,"12,5",حَشْد;تَجَمْهُر;تَجَمُّع
جَمْعِيَّة,10,حَشْد;تَجَمْهُر;تَجَمُّع
إجْتِمَاع,15,حَشْد;تَجَمْهُر;تَجَمُّع
مُلْتَقَى,"22,5",حَشْد;تَجَمْهُر;تَجَمُّع
اِحْتِشَاد,"87,5",حَشْد;تَجَمْهُر;تَجَمُّع
إِلْتِقَاء,"32,5",حَشْد;تَجَمْهُر;تَجَمُّع
تَغَيُّر,"82,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَحَوُّل,"67,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَغْيِير الإِتِّجاه,"42,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
قَلْب,55,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
اِنْقِلاب,"22,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَغْيِيْر كَامِل,70,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَغْيِيْر عَكْسِي,70,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَغْيِيْر السِيَاسَة,45,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
عُدُول عن,"67,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
إِسْتِدَارَة 180 دَرَجَة,35,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تغيير,100,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
إرتداد,40,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
نَكْسَة,"22,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
كَدْمَة,0,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
اِنْعِكاس,35,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
إِخْفاق,"27,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
فَسْخ,25,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَجَاوُز,15,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
إِحْبَاط,"17,5",إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
نَقْض,30,إِبْطَال;إِلْغَاء;إِسْقَاط;عَكْس;تَغْيِير
تَغْيِير,"72,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إِسْقَاط,"47,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إِلْغَاء,"2,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إِبْطَال,"7,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تَغْيِيْر كَامِل,"52,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تَغْيِيْر عَكْسِي,75,اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تَغْيِيْر السِيَاسَة,"22,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
عُدُول عن,20,اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إِسْتِدَارَة 180 دَرَجَة,"82,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تغيير,"72,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تَحَوُّل,65,اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إرتداد,"27,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
نَكْسَة,10,اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
كَدْمَة,0,اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
اِنْعِكاس,"92,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
إِخْفاق,"7,5",اِنْقِلاب;عَكْس;قَلْب;تَغْيِير الإِتِّجاه
تَخْوِيل,"87,5",تَفْوِيض;تَرْخِيص
تَكْلِيف,85,تَفْوِيض;تَرْخِيص
تَوْكِيل,"92,5",تَفْوِيض;تَرْخِيص
تَمْثِيل,"52,5",تَفْوِيض;تَرْخِيص
اِنْتِدَاب,25,تَفْوِيض;تَرْخِيص
وَكَالَة,60,تَفْوِيض;تَرْخِيص
مَكْتَب,10,تَفْوِيض;تَرْخِيص
